speaker_id,severity,original_wer,original_cer,k1_wer,k1_cer,k2_wer,k2_cer,k4_wer,k4_cer,k6_wer,k6_cer,k8_wer,k8_cer
F01,severe,0.7589928057553957,0.5328151986183074,1.0287769784172662,0.7383419689119171,0.9712230215827338,0.689119170984456,0.8525179856115108,0.616580310880829,0.8237410071942446,0.5699481865284974,0.7805755395683454,0.5716753022452504
